PMY,BMY
52953.92637,13778.09285
53409.21807,13896.55529
53837.27009,14007.93023
52486.96053,13656.59291
49681.2741,12926.58079
49054.7616,12763.56837
52202.88965,13582.68045
50786.4266,13214.13064
48416.57495,12597.51846
46365.81663,12063.93124
44132.16336,11482.75654
42268.19138,10997.76929
40489.8298,10535.05703
39847.75177,10367.99462
40007.29843,10409.5071
39081.14951,10168.53222
40330.28314,10493.54455
41104.66816,10695.03195
42046.3826,10940.05682
47599.38473,12384.89357
50074.30369,13028.84324
52844.96768,13749.74286
52887.77288,13760.88036
49961.45361,12999.48075
51070.49748,13288.0431
53020.07987,13795.30534
52895.55564,13762.90535
52245.69485,13593.81794
49338.83249,12837.48084
48852.40974,12710.9184
51560.81162,13415.61804
50393.39701,13111.86819
48315.39902,12571.19347
46657.67028,12139.8687
43976.50808,11442.25656
42470.54324,11050.41926
40902.31629,10642.38197
39820.51209,10360.90712
39520.87568,10282.94466
39766.03275,10346.73213
39411.91698,10254.59468
39271.82723,10218.1447
39170.6513,10191.81971
43984.29084,11444.28156
46003.91811,11969.76879
47825.08489,12443.61854
48334.85593,12576.25597
47564.36229,12375.78107
47875.67285,12456.78103
47611.05888,12387.93107
47860.10732,12452.73104
46268.53208,12038.61875
45470.79877,11831.05636
45206.18479,11762.20639
49762.99313,12947.84328
48782.36486,12692.69341
47700.56066,12411.21856
46435.86151,12082.15623
44774.24139,11649.81895
42750.72275,11123.31923
41147.47336,10706.16944
39540.33259,10288.00716
38575.26985,10036.90729
37649.12093,9795.932414
38116.08678,9917.432351
37407.85525,9733.157447
36205.41821,9420.295109
37645.22955,9794.919915
39707.66202,10331.54464
41785.66001,10872.21936
42163.12406,10970.4318
41614.4392,10827.66938
42754.61413,11124.33172
42840.22453,11146.60671
43135.96957,11223.55667
42528.91397,11065.60676
41400.41319,10771.98191
41777.87725,10870.19436
47467.07774,12350.46859
47821.1935,12442.60604
46941.74117,12213.78116
46284.09761,12042.66875
43493.97671,11316.70662
41225.301,10726.41943
39513.09292,10280.91966
38345.67831,9977.16982
37874.82109,9854.657384
37653.01232,9796.944914
38197.8058,9938.69484
39559.7895,10293.06966
41451.00116,10785.1444
48829.06145,12704.8434
52366.32769,13625.20543
55016.35884,14314.71757
54954.09673,14298.51758
53977.35984,14044.38021
55607.8489,14468.61749
57164.40171,14873.61728
57895.98153,15063.96718
56631.28237,14734.90485
51623.07373,13431.81803
50191.04515,13059.21822
54638.89478,14216.50512
53798.35627,13997.80523
52486.96053,13656.59291
50700.81619,13191.85565
48257.02829,12556.00598
45848.26283,11929.26881
43774.15622,11389.60659
42641.76405,11094.96924
41217.51824,10724.39443
41225.301,10726.41943
41548.28571,10810.45689
42167.01545,10971.4443
43840.30971,11406.81908
49615.12061,12909.3683
53568.76473,13938.06776
56319.97181,14653.90489
56102.05442,14597.20492
55187.57965,14359.26755
56713.00139,14756.16734
57670.28137,15005.24221
58316.25078,15173.31712
56537.8892,14710.60486
52502.52606,13660.64291
51222.26138,13327.53058
54942.42258,14295.48008
54619.43787,14211.44262
53459.80604,13909.71778
51953.8412,13517.88048
48832.95283,12705.8559
46455.31842,12087.21872
44929.89667,11690.31893
43264.38517,11256.96916
42260.40861,10995.74429
41594.98229,10822.60688
42579.50194,11078.76925
42812.98486,11139.51922
44034.87881,11457.44405
50416.7453,13117.94319
53308.04214,13870.2303
56133.18548,14605.30492
56039.79231,14581.00493
54985.22778,14306.61757
56833.63424,14787.55482
56962.04984,14820.96731
56942.59293,14815.90481
55514.45574,14444.3175
51564.703,13416.63053
50914.8422,13247.54312
53654.37514,13960.34275
53058.99369,13805.43033
51140.54236,13306.26809
50140.45718,13046.05573
47416.48978,12337.30609
44381.21181,11547.5565
42949.18323,11174.9567
41345.93384,10757.80691
41236.97515,10729.45693
40384.76249,10507.71954
41338.15108,10755.78192
41960.7722,10917.78183
43672.98028,11363.2816
49665.70858,12922.53079
52833.29353,13746.70536
55607.8489,14468.61749
55160.33997,14352.18005
53716.63725,13976.54274
55172.01412,14355.21755
56277.16661,14642.7674
56689.6531,14750.09234
54965.77087,14301.55508
51467.41845,13391.31805
50128.78304,13043.01823
54055.18748,14064.6302
53417.00083,13898.58028
51171.67341,13314.36809
49249.3307,12814.19335
47155.76718,12269.46863
45031.0726,11716.64392
43050.35916,11201.28168
42318.77934,11010.93178
41303.12864,10746.66942
40676.61614,10583.65701
41256.43206,10734.51943
41128.01645,10701.10694
41898.51009,10901.58184
47681.10375,12406.15606
50914.8422,13247.54312
52895.55564,13762.90535
52950.03499,13777.08035
51362.35113,13363.98056
51685.33584,13448.01802
53343.06458,13879.34279
53522.06815,13925.91777
51840.99112,13488.518
48506.07674,12620.80595
47980.74017,12484.11852
51043.25781,13280.95561
49790.2328,12954.93077
47817.30212,12441.59354
46599.29955,12124.68121
44645.82579,11616.40647
42291.53967,11003.84429
41365.39075,10762.86941
39699.87925,10329.51964
38917.71147,10126.00724
37754.18825,9823.2699
37614.0985,9786.819919
37563.51053,9773.657426
37119.89298,9658.232486
39602.5947,10304.20715
42762.39689,11126.35672
45011.61569,11711.58142
44871.52594,11675.13144
44268.36173,11518.19402
44400.66872,11552.619
44459.03945,11567.80649
43766.37345,11387.58159
42828.55039,11143.56921
41898.51009,10901.58184
42419.95528,11037.25677
46350.25111,12059.88124
45976.67843,11962.68129
44513.5188,11581.98149
43540.6733,11328.85662
42723.48307,11116.23173
40524.85224,10544.16953
38839.88383,10105.75725
37477.90013,9751.382437
36691.84096,9546.857544
36220.98374,9424.345107
36049.76293,9379.79513
35999.17496,9366.632637
33730.49925,8776.345444
34353.12037,8938.34536
36209.30959,9421.307609
37563.51053,9773.657426
38112.19539,9916.419852
38182.24027,9934.644842
38625.85782,10050.06978
39221.23927,10204.9822
39349.65487,10238.39468
38917.71147,10126.00724
37878.71247,9855.669883
38909.9287,10123.98224
43392.80078,11290.38164
42980.31429,11183.05669
42229.27756,10987.6443
41279.78035,10740.59442
40552.09191,10551.25702
39174.54268,10192.83221
38127.76092,9920.46985
35983.60943,9362.582639
34434.83939,8959.607849
33796.65275,8793.557935
33621.54056,8747.995458
33310.22999,8666.9955
31574.67362,8215.420735
32317.92758,8408.808134
33792.76136,8792.545435
35065.24328,9123.632763
34909.588,9083.132784
34843.43451,9065.920293
35466.05563,9227.920209
35158.63645,9147.932751
35022.43808,9112.495269
34750.04134,9041.620306
34606.0602,9004.157825
35995.28358,9365.620138
40489.8298,10535.05703
39906.1225,10383.18211
39232.91341,10208.0197
38232.82824,9947.807335
37567.40191,9774.669925
36127.59057,9400.04512
34851.21727,9067.945292
33353.0352,8678.132995
32243.99132,8389.570644
32111.68434,8355.145662
32138.92401,8362.233159
31917.11524,8304.520689
31380.10452,8164.795761
32014.39979,8329.833175
33473.66804,8709.520478
34800.6293,9054.782799
35224.78994,9165.145242
35030.22084,9114.520268
35368.77108,9202.607722
35761.80066,9304.870169
36061.43707,9382.832629
36174.28715,9412.195114
35761.80066,9304.870169
37462.3346,9747.33244
41750.63757,10863.10686
41552.17709,10811.46939
41069.64572,10685.91945
40264.12964,10476.33206
38987.75635,10144.23223
37602.42435,9783.782421
36575.0995,9516.482559
34979.63288,9101.357775
33948.41664,8833.045414
33679.91129,8763.18295
33555.38706,8730.782967
34722.80166,9034.53281
36730.75478,9556.982538
41030.7319,10675.79446
43353.88696,11280.25664
45346.27455,11798.65637
45439.66772,11822.95636
45389.07975,11809.79387
46373.5994,12065.95624
46992.32914,12226.94365
47225.81206,12287.69362
46256.85794,12035.58125
43443.38875,11303.54413
43174.88339,11233.68167
46556.49435,12113.54371
45828.80592,11924.20631
44871.52594,11675.13144
43552.34744,11331.89412
42283.75691,11001.81929
40696.07305,10588.7195
38882.68903,10116.89475
37559.61915,9772.644926
36287.13723,9441.557598
36384.42178,9466.870085
36610.12194,9525.595055
37586.85882,9779.732423
38653.09749,10057.15728
43455.06289,11306.58163
46533.14606,12107.46871
48327.07317,12574.23097
48739.55966,12681.55592
48257.02829,12556.00598
49214.30826,12805.08085
49572.31541,12898.2308
50031.49849,13017.70574
48681.18893,12666.36842
45311.25211,11789.54388
44957.13635,11697.40643
48961.36843,12739.26839
48906.88909,12725.09339
47315.31384,12310.98111
46634.32199,12133.7937
45019.39846,11713.60642
42548.37088,11070.66925
40878.968,10636.30698
39664.85681,10320.40714
38330.11279,9973.119822
37913.73491,9864.782379
37894.278,9859.719881
38882.68903,10116.89475
39695.98787,10328.50714
44797.58968,11655.89395
47692.7779,12409.19356
49657.92581,12920.50579
49996.47605,13008.59325
48389.33528,12590.43096
48805.71315,12698.76841
51047.14919,13281.9681
51521.8978,13405.49304
50214.39344,13065.29322
46735.49792,12160.11869
46268.53208,12038.61875
50012.04158,13012.64324
49268.78761,12819.25584
47381.46734,12328.1936
46350.25111,12059.88124
45412.42804,11815.86887
43552.34744,11331.89412
42023.03431,10933.98182
40793.3576,10614.03199
39396.35146,10250.54468
38937.16838,10131.06974
39197.89097,10198.90721
38575.26985,10036.90729
37960.43149,9876.932372
40968.46979,10659.59447
43194.3403,11238.74417
45112.79163,11737.90641
45046.63813,11720.69392
44112.70645,11477.69404
44743.11034,11641.71896
44688.63099,11627.54396
44606.91197,11606.28147
43637.95785,11354.16911
43003.66258,11189.13169
43007.55396,11190.14419
47050.69987,12242.13114
46393.05631,12071.01873
45770.43519,11909.01882
44377.32043,11546.54401
42793.52795,11134.45672
40738.87825,10599.857
39575.35503,10297.11965
37637.44679,9792.894916
37073.1964,9646.082492
36629.57885,9530.657552
36154.83024,9407.132616
36384.42178,9466.870085
34427.05663,8957.58285
36154.83024,9407.132616
38014.91084,9891.107365
39707.66202,10331.54464
40400.32801,10511.76954
40034.53811,10416.59459
40591.00573,10561.38202
40762.22654,10605.93199
41081.31987,10688.95695
40454.80736,10525.94454
39466.39633,10268.76967
41011.27499,10670.73196
45575.86609,11858.39384
45863.82835,11933.3188
45159.48821,11750.0564
44661.39131,11620.45647
42595.06747,11082.81925
40501.50395,10538.09453
38781.5131,10090.56976
37205.50339,9680.507474
36073.11122,9385.870127
36205.41821,9420.295109
37116.0016,9657.219986
38730.92513,10077.40727
40583.22297,10559.35702
47541.014,12369.70608
51128.86821,13303.23059
54105.77545,14077.79269
53989.03399,14047.41771
52249.58623,13594.83044
54117.44959,14080.83019
55269.29867,14380.53003
55487.21606,14437.23
53767.22521,13989.70524
49580.09817,12900.2558
48965.25982,12740.28089
51957.73258,13518.89298
51389.59081,13371.06806
49844.71215,12969.10577
48463.27154,12609.66845
45891.06803,11940.4063
43992.07361,11446.30656
42338.23625,11015.99428
41622.22196,10829.69438
40143.4968,10444.94458
40108.47436,10435.83208
40793.3576,10614.03199
41065.75434,10684.90695
42454.97771,11046.36927
48190.8748,12538.79349
51047.14919,13281.9681
53202.97482,13842.89281
53078.4506,13810.49283
51992.75502,13528.00548
53296.36799,13867.1928
54101.88407,14076.78019
54677.8086,14226.63011
53553.1992,13934.01777
49537.29297,12889.11831
48941.91152,12734.20589
51642.53064,13436.88052
50945.97326,13255.64312
50000.36743,13009.60575
47451.51221,12346.41859
45801.56624,11917.11881
43353.88696,11280.25664
41824.57383,10882.34435
39968.38461,10399.3821
39365.2204,10242.44468
38855.44936,10109.80725
39532.54983,10285.98216
39594.81194,10302.18215
40186.302,10456.08207
46054.50607,11982.93128
49369.96354,12845.58083
52101.71371,13556.35546
52109.49648,13558.38046
50782.53521,13213.11814
52743.79175,13723.41788
53677.72343,13966.41775
54101.88407,14076.78019
52981.16605,13785.18034
49354.39802,12841.53083
48284.26796,12563.09348
52907.22979,13765.94285
52537.5485,13669.7554
51218.37,13326.51808
49996.47605,13008.59325
48101.37301,12515.506
45108.90024,11736.89391
42879.13835,11156.73171
41322.58555,10751.73192
40174.62786,10453.04457
39746.57584,10341.66963
41661.13579,10839.81937
41528.8288,10805.39439
42824.65901,11142.55672
48692.86307,12669.40592
52576.46232,13679.8804
54996.90193,14309.65507
55199.25379,14362.30504
53448.13189,13906.68028
56304.40628,14649.85489
55884.13703,14540.50495
55674.0024,14485.82998
54491.02227,14178.03014
51051.04057,13282.9806
49346.61525,12839.50583
52533.65712,13668.7429
51689.22722,13449.03052
49906.97426,12985.30576
47934.04358,12471.96853
45151.70545,11748.0314
44307.27555,11528.31901
43128.1868,11221.53167
41641.67888,10834.75687
40007.29843,10409.5071
39625.94299,10310.28215
40723.31272,10595.807
41373.17352,10764.89441
42318.77934,11010.93178
48253.13691,12554.99348
51136.65098,13305.25559
53171.84377,13834.79282
52486.96053,13656.59291
50140.45718,13046.05573
50121.00027,13040.99323
53860.61838,14014.00522
53389.76116,13891.49279
51981.08087,13524.96798
49039.19607,12759.51838
47828.97627,12444.63104
51420.72186,13379.16805
50381.72287,13108.83069
47727.80034,12418.30605
46766.62898,12168.21868
44828.72074,11663.99394
42112.5361,10957.26931
41501.58912,10798.30689
40427.56769,10518.85704
39474.1791,10270.79467
38832.10106,10103.73225
38972.19082,10140.18224
39131.73748,10181.69471
38641.42335,10054.11978
42139.77577,10964.35681
45408.53666,11814.85637
47288.07417,12303.89361
47260.8345,12296.80612
45937.76461,11952.55629
46828.89109,12184.41867
46470.88395,12091.26872
46498.12362,12098.35622
45789.8921,11914.08131
44470.7136,11570.84399
44770.35001,11648.80645
49249.3307,12814.19335
48599.46991,12645.10594
47050.69987,12242.13114
45949.43876,11955.59379
44264.47035,11517.18152
42711.80893,11113.19423
41349.82522,10758.81941
39641.50852,10314.33215
37746.40548,9821.244901
37100.43607,9653.169988
37337.81037,9714.932456
37512.92256,9760.494933
34329.77208,8932.270363
35730.6696,9296.770173
38003.2367,9888.069866
39548.11535,10290.03216
40256.34688,10474.30706
39625.94299,10310.28215
40213.54168,10463.16957
40419.78492,10516.83204
40770.00931,10607.95699
39952.81908,10395.3321
39579.24641,10298.13215
40594.89711,10562.39452
45735.41275,11899.90632
45642.01958,11875.60633
45233.42447,11769.29389
44318.9497,11531.35651
43221.57997,11245.83166
41746.74619,10862.09436
40096.80022,10432.79458
38170.56612,9931.607344
37256.09135,9693.669967
36972.02046,9619.757506
36687.94958,9545.845044
37119.89298,9658.232486
36329.94243,9452.695093
40334.17452,10494.55705
43346.10419,11278.23164
45610.88852,11867.50634
46000.02672,11968.75629
45365.73146,11803.71887
46603.19094,12125.6937
47198.57238,12280.60612
47432.0553,12341.35609
46494.23224,12097.34372
45163.37959,11751.0689
44490.17051,11575.90649
49187.06859,12797.99336
48805.71315,12698.76841
47984.63155,12485.13102
46992.32914,12226.94365
44996.05017,11707.53142
43003.66258,11189.13169
41451.00116,10785.1444
40275.80379,10479.36956
39291.28414,10223.20719
38291.19897,9962.994828
39345.76349,10237.38219
39065.58399,10164.48222
37726.94857,9816.182404
41307.02002,10747.68192
44186.64271,11496.93153
47062.37401,12245.16864
45680.9334,11885.73133
46681.01858,12145.94369
47980.74017,12484.11852
48078.02472,12509.43101
48222.00585,12546.89349
47264.72588,12297.81862
45241.20723,11771.31889
45066.09504,11725.75641
50171.58824,13054.15572
50097.65198,13034.91823
49311.59281,12830.39334
47941.82635,12473.99352
46540.92882,12109.49371
43914.24597,11426.05657
41956.88082,10916.76933
39859.42592,10371.03212
40326.39176,10492.53205
39232.91341,10208.0197
40770.00931,10607.95699
40991.81808,10665.66946
42096.97057,10953.21931
48580.013,12640.04344
52607.59338,13687.98039
55133.1003,14345.09255
55277.08143,14382.55503
53996.81675,14049.44271
55794.63524,14517.21746
57109.92236,14859.44229
57514.62609,14964.74223
56339.42872,14658.96739
51899.36185,13503.70549
50140.45718,13046.05573
54362.60666,14144.61766
54043.51334,14061.5927
52062.79989,13546.23047
51222.26138,13327.53058
48560.55609,12634.98094
46116.76819,11999.13127
44424.01701,11558.694
42416.06389,11036.24427
41412.08734,10775.01941
41022.94914,10673.76946
42124.21024,10960.30681
42100.86195,10954.23181
42949.18323,11174.9567
49751.31898,12944.80578
52444.15533,13645.45542
54782.87592,14253.9676
55378.25737,14408.88002
54479.34812,14174.99264
56646.8479,14738.95485
57214.98967,14886.77977
57335.62252,14918.16726
56008.66125,14572.90493
52198.99826,13581.66795
49945.88808,12995.43075
54070.75301,14068.6802
53907.31497,14026.15522
51716.4669,13456.11801
50206.61068,13063.26822
47276.40002,12300.85611
45377.4056,11806.75637
43894.78906,11420.99407
42482.21739,11053.45676
41128.01645,10701.10694
40314.71761,10489.49455
41419.8701,10777.0444
41805.11692,10877.28185
42431.62942,11040.29427
48027.43675,12496.26851
51693.1186,13450.04302
54557.17576,14195.24263
54203.06,14103.10518
53016.18849,13794.29284
53736.09416,13981.60524
56428.93051,14682.25488
56713.00139,14756.16734
55537.80403,14450.3925
52128.95339,13563.44296
50584.07473,13161.48067
54039.62195,14060.5802
53448.13189,13906.68028
51790.40315,13475.3555
51545.24609,13411.56804
49603.44646,12906.3308
46739.38931,12161.13119
44906.54838,11684.24393
43182.66615,11235.70667
41746.74619,10862.09436
41598.87367,10823.61938
42377.15007,11026.11928
42135.88439,10963.34431
39633.72576,10312.30715
43960.94255,11438.20656
47264.72588,12297.81862
50121.00027,13040.99323
50315.56937,13091.6182
49097.5668,12774.70587
50121.00027,13040.99323
50669.68514,13183.75566
50580.18335,13160.46817
48867.97527,12714.9684
47307.53108,12308.95611
46638.21337,12134.8062
51023.8009,13275.89311
50938.19049,13253.61812
49346.61525,12839.50583
48755.12519,12685.60591
47365.90181,12324.1436
44863.74318,11673.10644
43579.58712,11338.98161
42151.44992,10967.39431
41392.63043,10769.95691
39980.05876,10402.4196
39801.05518,10355.84462
39804.94657,10356.85712
37228.85168,9686.582471
39326.30658,10232.31969
40664.94199,10580.61951
43536.78191,11327.84412
43851.98386,11409.85658
43416.14907,11296.45664
44501.84465,11578.94399
44248.90482,11513.13152
44684.73961,11626.53146
43964.83393,11439.21906
42828.55039,11143.56921
43396.69216,11291.39414
48692.86307,12669.40592
48762.90795,12687.63091
48447.70601,12605.61846
46587.62541,12121.64371
44521.30156,11584.00649
43711.8941,11373.4066
41552.17709,10811.46939
40614.35402,10567.45701
39727.11893,10336.60713
39501.41877,10277.88216
40135.71404,10442.91958
41015.16637,10671.74446
42155.3413,10968.40681
49762.99313,12947.84328
53350.84734,13881.36779
56020.3354,14575.94243
55677.89378,14486.84248
54362.60666,14144.61766
56374.45116,14668.07988
57502.95194,14961.70473
57440.68983,14945.50474
55802.418,14519.24246
51825.42559,13484.468
50416.7453,13117.94319
54195.27724,14101.08018
53736.09416,13981.60524
52214.56379,13585.71795
50140.45718,13046.05573
47455.4036,12347.43109
45319.03487,11791.56888
43672.98028,11363.2816
42762.39689,11126.35672
41972.44635,10920.81933
41840.13936,10886.39435
42556.15365,11072.69425
42186.47236,10976.5068
43902.57182,11423.01907
50424.52807,13119.96819
53370.30425,13886.43029
56218.79588,14627.57991
55954.1819,14558.72994
55028.03298,14317.75507
57183.85862,14878.67978
57911.54705,15068.01718
58106.11615,15118.64215
56347.21149,14660.99239
52378.00184,13628.24292
50183.26238,13057.19322
54133.01512,14084.88019
53576.5475,13940.09276
51860.44803,13493.58049
50440.0936,13124.01819
47653.86408,12399.06856
45486.3643,11835.10636
43754.69931,11384.54409
42820.76762,11141.54422
41777.87725,10870.19436
41750.63757,10863.10686
42346.01902,11018.01928
42824.65901,11142.55672
43517.325,11322.78162
50175.47962,13055.16822
53568.76473,13938.06776
55841.33182,14529.36746
56339.42872,14658.96739
54985.22778,14306.61757
56736.34969,14762.24234
57946.56949,15077.12967
57755.89177,15027.5172
55895.81117,14543.54245
52136.73615,13565.46796
50821.44903,13223.24313
54105.77545,14077.79269
53144.60409,13827.70532
51354.56837,13361.95556
50303.89523,13088.5807
47206.35515,12282.63112
44416.23425,11556.669
42770.17966,11128.38172
42069.7309,10946.13182
41081.31987,10688.95695
40139.60542,10443.93208
41303.12864,10746.66942
41925.74976,10908.66934
42805.2021,11137.49422
49280.46176,12822.29334
51844.8825,13489.5305
55144.77445,14348.13005
54498.80503,14180.05514
53191.30068,13839.85531
55436.6281,14424.06751
56339.42872,14658.96739
56366.6684,14666.05489
54895.726,14283.33008
51109.4113,13298.1681
49366.07216,12844.56833
53880.07529,14019.06772
53436.45774,13903.64278
51370.1339,13366.00556
50179.371,13056.18072
47393.14148,12331.2311
44684.73961,11626.53146
43159.31786,11229.63167
42307.1052,11007.89429
41116.3423,10698.06945
40412.00216,10514.80704
41295.34588,10744.64442
41879.05318,10896.51934
42844.11592,11147.61921
49085.89266,12771.66837
52304.06558,13609.00543
55035.81575,14319.78007
54833.46388,14267.13009
53020.07987,13795.30534
53786.68212,13994.76773
56086.48889,14593.15492
56273.27523,14641.7549
54989.11916,14307.63007
50907.05944,13245.51812
50300.00384,13087.56821
53335.28181,13877.3178
52222.34656,13587.74295
50436.20221,13123.00569
49957.56223,12998.46825
47844.5418,12448.68104
45151.70545,11748.0314
43653.52337,11358.2191
42435.5208,11041.30677
40653.26784,10577.58201
39941.14494,10392.2946
40147.38818,10445.95708
40801.14036,10616.05699
39614.26885,10307.24465
43875.33215,11415.93157
46649.88752,12137.8437
49451.68257,12866.84332
48941.91152,12734.20589
47688.88652,12408.18106
48229.78862,12548.91849
48116.93854,12519.556
